round,race,constructorName,points
14,Italian,Williams,0.0
14,Italian,Haas F1 Team,0.0
14,Italian,Toro Rosso,0.0
14,Italian,McLaren,0.0
15,Singapore,Ferrari,25.0
15,Singapore,Ferrari,18.0
15,Singapore,Red Bull,15.0
15,Singapore,Mercedes,12.0
15,Singapore,Mercedes,10.0
15,Singapore,Red Bull,8.0
15,Singapore,McLaren,6.0
15,Singapore,Toro Rosso,4.0
15,Singapore,Renault,2.0
15,Singapore,Alfa Romeo,1.0
15,Singapore,Haas F1 Team,0.0
15,Singapore,McLaren,0.0
15,Singapore,Racing Point,0.0
15,Singapore,Renault,0.0
15,Singapore,Toro Rosso,0.0
15,Singapore,Williams,0.0
15,Singapore,Haas F1 Team,0.0
15,Singapore,Alfa Romeo,0.0
15,Singapore,Racing Point,0.0
15,Singapore,Williams,0.0
16,Russian,Mercedes,26.0
16,Russian,Mercedes,18.0
16,Russian,Ferrari,15.0
16,Russian,Red Bull,12.0
16,Russian,Red Bull,10.0
16,Russian,McLaren,8.0
16,Russian,Racing Point,6.0
16,Russian,McLaren,4.0
16,Russian,Haas F1 Team,2.0
16,Russian,Renault,1.0
16,Russian,Racing Point,0.0
16,Russian,Toro Rosso,0.0
16,Russian,Alfa Romeo,0.0
16,Russian,Toro Rosso,0.0
16,Russian,Alfa Romeo,0.0
16,Russian,Williams,0.0
16,Russian,Williams,0.0
16,Russian,Ferrari,0.0
16,Russian,Renault,0.0
16,Russian,Haas F1 Team,0.0
17,Japanese,Mercedes,25.0
17,Japanese,Ferrari,18.0
17,Japanese,Mercedes,16.0
17,Japanese,Red Bull,12.0
17,Japanese,McLaren,10.0
17,Japanese,Ferrari,8.0
17,Japanese,Toro Rosso,6.0
17,Japanese,Racing Point,4.0
17,Japanese,Racing Point,2.0
17,Japanese,Toro Rosso,1.0
17,Japanese,McLaren,0.0
17,Japanese,Alfa Romeo,0.0
17,Japanese,Haas F1 Team,0.0
17,Japanese,Alfa Romeo,0.0
17,Japanese,Haas F1 Team,0.0
17,Japanese,Williams,0.0
17,Japanese,Williams,0.0
17,Japanese,Red Bull,0.0
17,Japanese,Renault,0.0
17,Japanese,Renault,0.0
18,Mexican,Mercedes,25.0
18,Mexican,Ferrari,18.0
18,Mexican,Mercedes,15.0
18,Mexican,Ferrari,13.0
18,Mexican,Red Bull,10.0
18,Mexican,Red Bull,8.0
18,Mexican,Racing Point,6.0
18,Mexican,Renault,4.0
18,Mexican,Toro Rosso,2.0
18,Mexican,Renault,1.0
18,Mexican,Toro Rosso,0.0
18,Mexican,Racing Point,0.0
18,Mexican,McLaren,0.0
18,Mexican,Alfa Romeo,0.0
18,Mexican,Haas F1 Team,0.0
18,Mexican,Williams,0.0
18,Mexican,Haas F1 Team,0.0
18,Mexican,Williams,0.0
18,Mexican,Alfa Romeo,0.0
18,Mexican,McLaren,0.0
19,United States,Mercedes,25.0
19,United States,Mercedes,18.0
19,United States,Red Bull,15.0
19,United States,Ferrari,13.0
19,United States,Red Bull,10.0
19,United States,Renault,8.0
19,United States,McLaren,6.0
19,United States,McLaren,4.0
19,United States,Renault,2.0
19,United States,Racing Point,1.0
19,United States,Alfa Romeo,0.0
19,United States,Toro Rosso,0.0
19,United States,Racing Point,0.0
19,United States,Alfa Romeo,0.0
19,United States,Haas F1 Team,0.0
19,United States,Toro Rosso,0.0
19,United States,Williams,0.0
19,United States,Haas F1 Team,0.0
19,United States,Williams,0.0
19,United States,Ferrari,0.0
20,Brazilian,Red Bull,25.0
20,Brazilian,Toro Rosso,18.0
20,Brazilian,McLaren,15.0
20,Brazilian,Alfa Romeo,12.0
20,Brazilian,Alfa Romeo,10.0
20,Brazilian,Renault,8.0
20,Brazilian,Mercedes,6.0
20,Brazilian,McLaren,4.0
20,Brazilian,Racing Point,2.0
20,Brazilian,Toro Rosso,1.0
20,Brazilian,Haas F1 Team,0.0
20,Brazilian,Williams,0.0
20,Brazilian,Haas F1 Team,0.0
20,Brazilian,Red Bull,0.0
20,Brazilian,Renault,0.0
20,Brazilian,Williams,0.0
20,Brazilian,Ferrari,0.0
20,Brazilian,Ferrari,0.0
20,Brazilian,Racing Point,0.0
20,Brazilian,Mercedes,0.0
21,Abu Dhabi,Mercedes,26.0
21,Abu Dhabi,Red Bull,18.0
21,Abu Dhabi,Ferrari,15.0
21,Abu Dhabi,Mercedes,12.0
21,Abu Dhabi,Ferrari,10.0
21,Abu Dhabi,Red Bull,8.0
21,Abu Dhabi,Racing Point,6.0
21,Abu Dhabi,McLaren,4.0
21,Abu Dhabi,Toro Rosso,2.0
21,Abu Dhabi,McLaren,1.0
21,Abu Dhabi,Renault,0.0
21,Abu Dhabi,Renault,0.0
21,Abu Dhabi,Alfa Romeo,0.0
21,Abu Dhabi,Haas F1 Team,0.0
21,Abu Dhabi,Haas F1 Team,0.0
21,Abu Dhabi,Alfa Romeo,0.0
21,Abu Dhabi,Williams,0.0
21,Abu Dhabi,Toro Rosso,0.0
21,Abu Dhabi,Williams,0.0
21,Abu Dhabi,Racing Point,0.0
